datetime,symbol,open,high,low,close,volume
2019-05-20 00:00:00,CME:BTC1!,8075.0,8380.0,7485.0,8085.0,56802.0
2019-05-27 00:00:00,CME:BTC1!,8660.0,9180.0,8145.0,8535.0,32289.0
2019-06-03 00:00:00,CME:BTC1!,8730.0,8865.0,7435.0,8010.0,26588.0
2019-06-10 00:00:00,CME:BTC1!,7675.0,8515.0,7515.0,8440.0,13886.0
2019-06-17 00:00:00,CME:BTC1!,9065.0,10060.0,8985.0,9980.0,28133.0
2019-06-24 00:00:00,CME:BTC1!,10925.0,14170.0,10570.0,12590.0,38220.0
2019-07-01 00:00:00,CME:BTC1!,11505.0,12230.0,9805.0,11285.0,32176.0
2019-07-08 00:00:00,CME:BTC1!,11630.0,13480.0,11045.0,11730.0,33956.0
2019-07-15 00:00:00,CME:BTC1!,10945.0,11155.0,9095.0,10460.0,37362.0
2019-07-22 00:00:00,CME:BTC1!,10630.0,10720.0,9645.0,10020.0,14892.0
2019-07-29 00:00:00,CME:BTC1!,9575.0,10870.0,9195.0,10600.0,12230.0
2019-08-05 00:00:00,CME:BTC1!,11070.0,12505.0,11070.0,11945.0,18850.0
2019-08-12 00:00:00,CME:BTC1!,11675.0,11695.0,9500.0,10515.0,24654.0
2019-08-19 00:00:00,CME:BTC1!,10445.0,11015.0,9765.0,10460.0,17520.0
2019-08-26 00:00:00,CME:BTC1!,10030.0,10730.0,9400.0,9650.0,14382.0
2019-09-02 00:00:00,CME:BTC1!,9795.0,11130.0,9795.0,10460.0,21293.0
2019-09-09 00:00:00,CME:BTC1!,10490.0,10620.0,9900.0,10265.0,16869.0
2019-09-16 00:00:00,CME:BTC1!,10335.0,10450.0,9605.0,10180.0,12221.0
2019-09-23 00:00:00,CME:BTC1!,10125.0,10125.0,7765.0,8035.0,23853.0
2019-09-30 00:00:00,CME:BTC1!,8090.0,8560.0,7710.0,8225.0,14951.0
2019-10-07 00:00:00,CME:BTC1!,7900.0,8850.0,7745.0,8355.0,19623.0
2019-10-14 00:00:00,CME:BTC1!,8255.0,8435.0,7805.0,7960.0,14207.0
2019-10-21 00:00:00,CME:BTC1!,8255.0,8885.0,7280.0,8715.0,18098.0
2019-10-27 23:00:00,CME:BTC1!,9700.0,10050.0,9000.0,9235.0,17789.0
2019-11-04 00:00:00,CME:BTC1!,9270.0,9790.0,8360.0,8845.0,16504.0
2019-11-11 00:00:00,CME:BTC1!,9100.0,9135.0,8355.0,8505.0,15721.0
2019-11-18 00:00:00,CME:BTC1!,8550.0,8565.0,6775.0,7330.0,26467.0
2019-11-25 00:00:00,CME:BTC1!,7050.0,7930.0,6510.0,7800.0,18611.0
2019-12-02 00:00:00,CME:BTC1!,7465.0,7965.0,7085.0,7460.0,22674.0
2019-12-09 00:00:00,CME:BTC1!,7570.0,7705.0,7070.0,7265.0,18043.0
2019-12-16 00:00:00,CME:BTC1!,7120.0,7440.0,6420.0,7230.0,32594.0
2019-12-23 00:00:00,CME:BTC1!,7420.0,7715.0,7080.0,7265.0,17016.0
2019-12-30 00:00:00,CME:BTC1!,7445.0,7500.0,6860.0,7385.0,19479.0
2020-01-06 00:00:00,CME:BTC1!,7435.0,8595.0,7385.0,8135.0,57472.0
2020-01-13 00:00:00,CME:BTC1!,8235.0,9085.0,8100.0,8925.0,36440.0
2020-01-20 00:00:00,CME:BTC1!,8720.0,8865.0,8235.0,8495.0,35857.0
2020-01-27 00:00:00,CME:BTC1!,8595.0,9745.0,8575.0,9440.0,42502.0
2020-02-03 00:00:00,CME:BTC1!,9495.0,10030.0,9130.0,9845.0,51951.0
2020-02-10 00:00:00,CME:BTC1!,10200.0,10670.0,9510.0,10495.0,60634.0
2020-02-17 00:00:00,CME:BTC1!,9980.0,10545.0,9245.0,9740.0,35940.0
2020-02-24 00:00:00,CME:BTC1!,9935.0,10075.0,8480.0,8700.0,19526.0
2020-03-02 00:00:00,CME:BTC1!,8645.0,9250.0,8540.0,9165.0,12516.0
2020-03-08 23:00:00,CME:BTC1!,8265.0,8280.0,4210.0,5330.0,50052.0
2020-03-15 23:00:00,CME:BTC1!,5850.0,6950.0,4390.0,6210.0,46248.0
2020-03-22 23:00:00,CME:BTC1!,6060.0,7045.0,5685.0,6680.0,20950.0
2020-03-30 00:00:00,CME:BTC1!,6045.0,7345.0,5835.0,6800.0,22836.0
2020-04-06 00:00:00,CME:BTC1!,6820.0,7515.0,6785.0,7290.0,24547.0
2020-04-13 00:00:00,CME:BTC1!,7160.0,7235.0,6465.0,7080.0,17998.0
2020-04-20 00:00:00,CME:BTC1!,7200.0,7870.0,6765.0,7595.0,14527.0
2020-04-27 00:00:00,CME:BTC1!,7665.0,9560.0,7645.0,8840.0,30014.0
2020-05-04 00:00:00,CME:BTC1!,8965.0,10220.0,8600.0,10030.0,33852.0
2020-05-11 00:00:00,CME:BTC1!,8820.0,10070.0,8220.0,9395.0,47869.0
2020-05-18 00:00:00,CME:BTC1!,9795.0,10035.0,8815.0,9175.0,34028.0
2020-05-25 00:00:00,CME:BTC1!,9050.0,9720.0,8630.0,9470.0,18434.0
2020-06-01 00:00:00,CME:BTC1!,9530.0,10565.0,9335.0,9800.0,29719.0
2020-06-08 00:00:00,CME:BTC1!,9810.0,10130.0,9090.0,9465.0,29775.0
2020-06-15 00:00:00,CME:BTC1!,9370.0,9630.0,8930.0,9315.0,18108.0
2020-06-22 00:00:00,CME:BTC1!,9350.0,9770.0,9070.0,9220.0,17837.0
2020-06-29 00:00:00,CME:BTC1!,9175.0,9390.0,8950.0,9060.0,16949.0
2020-07-03 00:00:00,CME:BTC1!,9100.0,9570.0,9060.0,9275.0,23255.0
2020-07-13 00:00:00,CME:BTC1!,9290.0,9410.0,9040.0,9195.0,13061.0
2020-07-20 00:00:00,CME:BTC1!,9200.0,9735.0,9155.0,9615.0,20720.0
2020-07-27 00:00:00,CME:BTC1!,9925.0,11775.0,9925.0,11610.0,48589.0
2020-08-03 00:00:00,CME:BTC1!,11350.0,12085.0,11125.0,11575.0,38523.0
2020-08-10 00:00:00,CME:BTC1!,11800.0,12220.0,11190.0,11935.0,41262.0
2020-08-17 00:00:00,CME:BTC1!,11950.0,12635.0,11580.0,11695.0,44191.0
2020-08-24 00:00:00,CME:BTC1!,11695.0,11865.0,11115.0,11630.0,35433.0
2020-08-31 00:00:00,CME:BTC1!,11735.0,12200.0,9905.0,10620.0,62074.0
2020-09-07 00:00:00,CME:BTC1!,10425.0,10565.0,9850.0,10340.0,32446.0
2020-09-14 00:00:00,CME:BTC1!,10315.0,11150.0,10270.0,10880.0,29311.0
2020-09-21 00:00:00,CME:BTC1!,10885.0,11005.0,10210.0,10825.0,30474.0
2020-09-28 00:00:00,CME:BTC1!,10800.0,11080.0,10410.0,10550.0,32110.0
2020-10-05 00:00:00,CME:BTC1!,10700.0,11205.0,10565.0,11110.0,19350.0
2020-10-12 00:00:00,CME:BTC1!,11360.0,11805.0,11225.0,11360.0,22765.0
2020-10-19 00:00:00,CME:BTC1!,11505.0,13285.0,11470.0,12970.0,32321.0
2020-10-25 23:00:00,CME:BTC1!,13100.0,14080.0,12805.0,13735.0,29604.0
2020-11-02 00:00:00,CME:BTC1!,13955.0,16155.0,13370.0,15630.0,33910.0
2020-11-09 00:00:00,CME:BTC1!,15665.0,16585.0,14880.0,16270.0,34996.0
2020-11-16 00:00:00,CME:BTC1!,16035.0,18880.0,15915.0,18685.0,44343.0
2020-11-23 00:00:00,CME:BTC1!,18625.0,19865.0,16520.0,16925.0,37647.0
2020-11-30 00:00:00,CME:BTC1!,18275.0,20360.0,18275.0,19100.0,48361.0
2020-12-07 00:00:00,CME:BTC1!,19205.0,19615.0,17575.0,18020.0,32301.0
2020-12-14 00:00:00,CME:BTC1!,19155.0,23915.0,19080.0,22860.0,48797.0
2020-12-21 00:00:00,CME:BTC1!,23605.0,24605.0,21950.0,23685.0,30034.0
2020-12-28 00:00:00,CME:BTC1!,26650.0,29700.0,26080.0,29385.0,44421.0
2021-01-04 00:00:00,CME:BTC1!,33405.0,42730.0,28440.0,39520.0,74832.0
2021-01-11 00:00:00,CME:BTC1!,38925.0,40365.0,31105.0,35625.0,71124.0
2021-01-18 00:00:00,CME:BTC1!,36250.0,38155.0,28900.0,33580.0,50642.0
2021-01-25 00:00:00,CME:BTC1!,32300.0,39100.0,29075.0,34855.0,54582.0
2021-02-01 00:00:00,CME:BTC1!,33315.0,39200.0,32530.0,38015.0,27739.0
2021-02-08 00:00:00,CME:BTC1!,39025.0,49500.0,38305.0,48040.0,51830.0
2021-02-15 00:00:00,CME:BTC1!,49415.0,56575.0,45950.0,55530.0,44991.0
2021-02-22 00:00:00,CME:BTC1!,57450.0,57790.0,44555.0,46325.0,62039.0
2021-03-01 00:00:00,CME:BTC1!,45500.0,53000.0,45150.0,49555.0,40260.0
2021-03-08 00:00:00,CME:BTC1!,50580.0,58725.0,49500.0,57075.0,35957.0
2021-03-14 23:00:00,CME:BTC1!,58755.0,61255.0,53475.0,58975.0,41382.0
2021-03-21 23:00:00,CME:BTC1!,58195.0,58460.0,50595.0,54060.0,37444.0
2021-03-29 00:00:00,CME:BTC1!,55360.0,60540.0,55110.0,59615.0,20815.0
2021-04-05 00:00:00,CME:BTC1!,58550.0,60350.0,55675.0,58760.0,31156.0
2021-04-12 00:00:00,CME:BTC1!,60000.0,65520.0,59915.0,61980.0,33720.0
2021-04-19 00:00:00,CME:BTC1!,57120.0,57750.0,47395.0,50845.0,48960.0
2021-04-26 00:00:00,CME:BTC1!,47440.0,57535.0,47440.0,57315.0,29855.0
2021-05-03 00:00:00,CME:BTC1!,56985.0,59305.0,52830.0,57760.0,30644.0
2021-05-10 00:00:00,CME:BTC1!,58200.0,59900.0,46395.0,50190.0,42209.0
2021-05-17 00:00:00,CME:BTC1!,45295.0,46620.0,30205.0,36085.0,72491.0
2021-05-24 00:00:00,CME:BTC1!,34280.0,40895.0,33720.0,35825.0,42282.0
2021-05-31 00:00:00,CME:BTC1!,35905.0,39560.0,34250.0,36955.0,24602.0
2021-06-07 00:00:00,CME:BTC1!,36205.0,38460.0,30915.0,37325.0,36351.0
2021-06-14 00:00:00,CME:BTC1!,38900.0,41335.0,35100.0,35285.0,27814.0
2021-06-21 00:00:00,CME:BTC1!,35555.0,35790.0,28800.0,32200.0,42410.0
2021-06-28 00:00:00,CME:BTC1!,32775.0,36650.0,32620.0,33285.0,22333.0
2021-07-05 00:00:00,CME:BTC1!,35800.0,35955.0,32040.0,33455.0,19274.0
2021-07-12 00:00:00,CME:BTC1!,34430.0,34830.0,30960.0,31925.0,21279.0
2021-07-19 00:00:00,CME:BTC1!,31760.0,32930.0,29215.0,32270.0,24011.0
2021-07-26 00:00:00,CME:BTC1!,34475.0,41950.0,34420.0,39955.0,44142.0
2021-08-02 00:00:00,CME:BTC1!,41185.0,43430.0,37300.0,42970.0,27233.0
2021-08-09 00:00:00,CME:BTC1!,44255.0,48005.0,42890.0,46505.0,24937.0
2021-08-16 00:00:00,CME:BTC1!,46905.0,49185.0,43900.0,48730.0,25277.0
2021-08-23 00:00:00,CME:BTC1!,48815.0,50585.0,46310.0,48455.0,27989.0
2021-08-30 00:00:00,CME:BTC1!,49070.0,51260.0,46530.0,50710.0,21650.0
2021-09-06 00:00:00,CME:BTC1!,51755.0,53125.0,43705.0,45675.0,28552.0
2021-09-13 00:00:00,CME:BTC1!,45240.0,48600.0,43310.0,47490.0,22676.0
2021-09-20 00:00:00,CME:BTC1!,47415.0,47620.0,40085.0,42520.0,40617.0
2021-09-27 00:00:00,CME:BTC1!,43635.0,48705.0,40785.0,48390.0,27854.0
2021-10-04 00:00:00,CME:BTC1!,48070.0,56815.0,47180.0,55180.0,34321.0
2021-10-11 00:00:00,CME:BTC1!,55330.0,63525.0,54370.0,62075.0,37299.0
2021-10-18 00:00:00,CME:BTC1!,61120.0,67680.0,60100.0,61080.0,66237.0
2021-10-25 00:00:00,CME:BTC1!,61080.0,63865.0,57855.0,63010.0,41705.0
2021-10-31 23:00:00,CME:BTC1!,61995.0,64665.0,59700.0,61380.0,24255.0
2021-11-08 00:00:00,CME:BTC1!,62910.0,69355.0,62385.0,64235.0,29991.0
2021-11-15 00:00:00,CME:BTC1!,64625.0,66555.0,55600.0,57900.0,38332.0
2021-11-22 00:00:00,CME:BTC1!,59100.0,59910.0,53600.0,54430.0,40046.0
2021-11-29 00:00:00,CME:BTC1!,56290.0,59680.0,51585.0,53545.0,37300.0
2021-12-06 00:00:00,CME:BTC1!,49265.0,52195.0,47215.0,48490.0,30375.0
2021-12-13 00:00:00,CME:BTC1!,50205.0,50480.0,45415.0,46250.0,31061.0
2021-12-20 00:00:00,CME:BTC1!,47280.0,51470.0,45515.0,51060.0,15868.0
2021-12-27 00:00:00,CME:BTC1!,51040.0,52200.0,45695.0,45815.0,28215.0
2022-01-03 00:00:00,CME:BTC1!,47120.0,47660.0,40470.0,41870.0,32630.0
2022-01-10 00:00:00,CME:BTC1!,42205.0,44450.0,39470.0,43120.0,27194.0
2022-01-17 00:00:00,CME:BTC1!,43270.0,43545.0,36150.0,38180.0,32373.0
2022-01-24 00:00:00,CME:BTC1!,35555.0,38895.0,32855.0,37790.0,47054.0
2022-01-31 00:00:00,CME:BTC1!,37845.0,40935.0,36235.0,40640.0,26402.0
2022-02-07 00:00:00,CME:BTC1!,41420.0,45905.0,41420.0,42390.0,32102.0
2022-02-14 00:00:00,CME:BTC1!,42470.0,44860.0,39485.0,39945.0,27334.0
2022-02-21 00:00:00,CME:BTC1!,38860.0,39780.0,34300.0,39115.0,37378.0
2022-02-28 00:00:00,CME:BTC1!,37860.0,45455.0,37205.0,39545.0,36378.0
2022-03-07 00:00:00,CME:BTC1!,39060.0,42715.0,37180.0,38325.0,29923.0
2022-03-13 23:00:00,CME:BTC1!,38725.0,42360.0,37495.0,42095.0,24947.0
2022-03-20 23:00:00,CME:BTC1!,41445.0,45400.0,40555.0,44655.0,36434.0
2022-03-28 00:00:00,CME:BTC1!,46740.0,48475.0,44345.0,46550.0,26448.0
2022-04-04 00:00:00,CME:BTC1!,47225.0,47610.0,42445.0,42715.0,29576.0
2022-04-11 00:00:00,CME:BTC1!,42710.0,42805.0,39190.0,39825.0,19537.0
2022-04-18 00:00:00,CME:BTC1!,40150.0,43010.0,38535.0,39455.0,23514.0
2022-04-25 00:00:00,CME:BTC1!,39595.0,40765.0,37665.0,38285.0,35735.0
2022-05-02 00:00:00,CME:BTC1!,38350.0,40100.0,35180.0,35925.0,32953.0
2022-05-09 00:00:00,CME:BTC1!,34455.0,34455.0,25350.0,30035.0,61461.0
2022-05-16 00:00:00,CME:BTC1!,31000.0,31400.0,28555.0,29260.0,38771.0
2022-05-23 00:00:00,CME:BTC1!,30010.0,30680.0,27890.0,28815.0,51097.0
2022-05-30 00:00:00,CME:BTC1!,29170.0,32455.0,29110.0,29535.0,35502.0
2022-06-06 00:00:00,CME:BTC1!,29900.0,31805.0,28740.0,28920.0,40705.0
2022-06-13 00:00:00,CME:BTC1!,27355.0,27365.0,20025.0,20470.0,73492.0
2022-06-20 00:00:00,CME:BTC1!,20390.0,21715.0,19600.0,21255.0,46006.0
2022-06-27 00:00:00,CME:BTC1!,21360.0,21530.0,18525.0,19315.0,39395.0
2022-07-04 00:00:00,CME:BTC1!,19270.0,22550.0,18985.0,21765.0,39285.0
2022-07-11 00:00:00,CME:BTC1!,21045.0,21215.0,18830.0,21190.0,44452.0
2022-07-18 00:00:00,CME:BTC1!,21080.0,24300.0,20750.0,22615.0,45935.0
2022-07-25 00:00:00,CME:BTC1!,22830.0,24620.0,20715.0,23990.0,51563.0
2022-08-01 00:00:00,CME:BTC1!,23655.0,23705.0,22405.0,22960.0,34020.0
2022-08-08 00:00:00,CME:BTC1!,23310.0,24980.0,22630.0,24240.0,39507.0
2022-08-15 00:00:00,CME:BTC1!,24360.0,25270.0,21035.0,21230.0,36388.0
2022-08-22 00:00:00,CME:BTC1!,21420.0,21900.0,20310.0,20420.0,48018.0
2022-08-29 00:00:00,CME:BTC1!,19890.0,20630.0,19310.0,19775.0,39346.0
2022-09-05 00:00:00,CME:BTC1!,19745.0,21485.0,18360.0,21345.0,46049.0
2022-09-12 00:00:00,CME:BTC1!,21500.0,22875.0,19275.0,19575.0,45350.0
2022-09-19 00:00:00,CME:BTC1!,19490.0,19885.0,18085.0,18745.0,54676.0
2022-09-26 00:00:00,CME:BTC1!,18700.0,20400.0,18440.0,19425.0,65229.0
2022-10-03 00:00:00,CME:BTC1!,19190.0,20535.0,18785.0,19410.0,53914.0
2022-10-10 00:00:00,CME:BTC1!,19390.0,19975.0,17810.0,19110.0,59386.0
2022-10-17 00:00:00,CME:BTC1!,19070.0,19715.0,18615.0,19195.0,41791.0
2022-10-24 00:00:00,CME:BTC1!,19470.0,21055.0,19130.0,20680.0,63808.0
2022-10-30 23:00:00,CME:BTC1!,20715.0,21400.0,20030.0,21155.0,44565.0
2022-11-07 00:00:00,CME:BTC1!,21200.0,21215.0,14925.0,16050.0,110514.0
2022-11-14 00:00:00,CME:BTC1!,15870.0,16990.0,15250.0,16530.0,33636.0
2022-11-21 00:00:00,CME:BTC1!,16155.0,16460.0,15355.0,16300.0,37038.0
2022-11-28 00:00:00,CME:BTC1!,16335.0,17235.0,15630.0,16995.0,29379.0
2022-12-05 00:00:00,CME:BTC1!,17020.0,17435.0,16580.0,17035.0,25585.0
2022-12-12 00:00:00,CME:BTC1!,17080.0,18420.0,16675.0,16775.0,34291.0
2022-12-19 00:00:00,CME:BTC1!,16690.0,17095.0,16275.0,16780.0,23530.0
2022-12-27 00:00:00,CME:BTC1!,16825.0,16950.0,16090.0,16535.0,27944.0
2023-01-03 00:00:00,CME:BTC1!,16675.0,17085.0,16525.0,16895.0,21025.0
2023-01-09 00:00:00,CME:BTC1!,16980.0,19995.0,16955.0,19550.0,38282.0
2023-01-16 00:00:00,CME:BTC1!,20985.0,22525.0,20460.0,22390.0,40606.0
2023-01-23 00:00:00,CME:BTC1!,22605.0,23770.0,22345.0,23320.0,45956.0
2023-01-30 00:00:00,CME:BTC1!,23900.0,24450.0,22715.0,23485.0,29123.0
2023-02-06 00:00:00,CME:BTC1!,23100.0,23540.0,21505.0,21775.0,32596.0
2023-02-13 00:00:00,CME:BTC1!,21820.0,25345.0,21380.0,24870.0,55945.0
2023-02-20 00:00:00,CME:BTC1!,24505.0,25335.0,22965.0,23345.0,51530.0
2023-02-27 00:00:00,CME:BTC1!,23565.0,24165.0,22020.0,22320.0,34669.0
2023-03-06 00:00:00,CME:BTC1!,22455.0,22665.0,19520.0,19965.0,45353.0
2023-03-12 23:00:00,CME:BTC1!,21250.0,27155.0,21110.0,27000.0,77668.0
2023-03-19 23:00:00,CME:BTC1!,28095.0,29045.0,26700.0,27915.0,44336.0
2023-03-27 00:00:00,CME:BTC1!,27960.0,29415.0,26520.0,28740.0,43136.0
2023-04-03 00:00:00,CME:BTC1!,28540.0,28985.0,27595.0,28045.0,29634.0
2023-04-10 00:00:00,CME:BTC1!,28505.0,31200.0,28265.0,30470.0,37274.0
2023-04-17 00:00:00,CME:BTC1!,30585.0,30590.0,27195.0,27310.0,33975.0
2023-04-24 00:00:00,CME:BTC1!,27425.0,30130.0,26980.0,29475.0,43246.0
2023-05-01 00:00:00,CME:BTC1!,29615.0,29910.0,27710.0,29765.0,37238.0
2023-05-08 00:00:00,CME:BTC1!,29105.0,29110.0,25840.0,26485.0,44032.0
2023-05-15 00:00:00,CME:BTC1!,26885.0,27740.0,26375.0,26885.0,29851.0
2023-05-22 00:00:00,CME:BTC1!,26825.0,27565.0,25985.0,26915.0,43949.0
2023-05-29 00:00:00,CME:BTC1!,27915.0,28665.0,26560.0,27385.0,31915.0
2023-06-05 00:00:00,CME:BTC1!,27335.0,27615.0,25315.0,26475.0,44091.0
2023-06-12 00:00:00,CME:BTC1!,26155.0,26600.0,24745.0,26445.0,36989.0
2023-06-19 00:00:00,CME:BTC1!,26485.0,31655.0,26310.0,31120.0,58437.0
2023-06-26 00:00:00,CME:BTC1!,30690.0,31730.0,29605.0,30680.0,60199.0
2023-07-03 00:00:00,CME:BTC1!,30850.0,31860.0,29875.0,30370.0,33883.0
2023-07-10 00:00:00,CME:BTC1!,30290.0,32165.0,30025.0,30235.0,49007.0
2023-07-17 00:00:00,CME:BTC1!,30415.0,30515.0,29535.0,29885.0,31857.0
2023-07-24 00:00:00,CME:BTC1!,29960.0,30135.0,28810.0,29535.0,43615.0
2023-07-31 00:00:00,CME:BTC1!,29390.0,30245.0,28625.0,29090.0,36912.0
2023-08-07 00:00:00,CME:BTC1!,29125.0,30275.0,28720.0,29465.0,33555.0
2023-08-14 00:00:00,CME:BTC1!,29450.0,29810.0,25600.0,26020.0,43272.0
2023-08-21 00:00:00,CME:BTC1!,26195.0,26810.0,25585.0,26080.0,39790.0
