date,open,high,low,close,volume
2009-10-05 02:00:00,0.00076392,0.00076392,0.00076392,0.00076392,0.0
2009-10-06 02:00:00,0.00088454,0.00088454,0.00088454,0.00088454,0.0
2009-10-07 02:00:00,0.0010504,0.0010504,0.0010504,0.0010504,0.0
2009-10-08 02:00:00,0.00108428,0.00108428,0.00108428,0.00108428,0.0
2009-10-09 02:00:00,0.00120045,0.00120045,0.00120045,0.00120045,0.0
2009-10-10 02:00:00,0.00112042,0.00112042,0.00112042,0.00112042,0.0
2009-10-11 02:00:00,0.00115338,0.00115338,0.00115338,0.00115338,0.0
2009-10-12 02:00:00,0.00110205,0.00110205,0.00110205,0.00110205,0.0
2009-10-13 02:00:00,0.00112878,0.00112878,0.00112878,0.00112878,0.0
2009-10-14 02:00:00,0.00113556,0.00113556,0.00113556,0.00113556,0.0
2009-10-15 02:00:00,0.00117006,0.00117006,0.00117006,0.00117006,0.0
2009-10-16 02:00:00,0.00124491,0.00124491,0.00124491,0.00124491,0.0
2009-10-17 02:00:00,0.00124137,0.00124137,0.00124137,0.00124137,0.0
2009-10-18 02:00:00,0.00122546,0.00122546,0.00122546,0.00122546,0.0
2009-10-19 02:00:00,0.00124799,0.00124799,0.00124799,0.00124799,0.0
2009-10-20 02:00:00,0.00123349,0.00123349,0.00123349,0.00123349,0.0
2009-10-21 02:00:00,0.00121062,0.00121062,0.00121062,0.00121062,0.0
2009-10-22 02:00:00,0.00121981,0.00121981,0.00121981,0.00121981,0.0
2009-10-23 02:00:00,0.00125717,0.00125717,0.00125717,0.00125717,0.0
2009-10-24 02:00:00,0.0012732,0.0012732,0.0012732,0.0012732,0.0
2009-10-25 02:00:00,0.00128808,0.00128808,0.00128808,0.00128808,0.0
2009-10-26 01:00:00,0.00126622,0.00126622,0.00126622,0.00126622,0.0
2009-10-27 01:00:00,0.00126322,0.00126322,0.00126322,0.00126322,0.0
2009-10-28 01:00:00,0.00128455,0.00128455,0.00128455,0.00128455,0.0
2009-10-29 01:00:00,0.00126555,0.00126555,0.00126555,0.00126555,0.0
2009-10-30 01:00:00,0.00125563,0.00125563,0.00125563,0.00125563,0.0
2009-10-31 01:00:00,0.00124662,0.00124662,0.00124662,0.00124662,0.0
2009-11-01 01:00:00,0.00121911,0.00121911,0.00121911,0.00121911,0.0
2009-11-02 01:00:00,0.00125614,0.00125614,0.00125614,0.00125614,0.0
2009-11-03 01:00:00,0.0012732,0.0012732,0.0012732,0.0012732,0.0
2009-11-04 01:00:00,0.00130618,0.00130618,0.00130618,0.00130618,0.0
2009-11-05 01:00:00,0.00130618,0.00130618,0.00130618,0.00130618,0.0
2009-11-06 01:00:00,0.00128619,0.00128619,0.00128619,0.00128619,0.0
2009-11-07 01:00:00,0.00127967,0.00127967,0.00127967,0.00127967,0.0
2009-11-08 01:00:00,0.00126048,0.00126048,0.00126048,0.00126048,0.0
2009-11-09 01:00:00,0.00126048,0.00126048,0.00126048,0.00126048,0.0
2009-11-10 01:00:00,0.00123576,0.00123576,0.00123576,0.00123576,0.0
2009-11-11 01:00:00,0.00129946,0.00129946,0.00129946,0.00129946,0.0
2009-11-12 01:00:00,0.00134093,0.00134093,0.00134093,0.00134093,0.0
2009-11-13 01:00:00,0.00135534,0.00135534,0.00135534,0.00135534,0.0
2009-11-14 01:00:00,0.00128619,0.00128619,0.00128619,0.00128619,0.0
2009-11-15 01:00:00,0.00123576,0.00123576,0.00123576,0.00123576,0.0
2009-11-16 01:00:00,0.00118912,0.00118912,0.00118912,0.00118912,0.0
2009-11-17 01:00:00,0.00117801,0.00117801,0.00117801,0.00117801,0.0
2009-11-18 01:00:00,0.00110568,0.00110568,0.00110568,0.00110568,0.0
2009-11-19 01:00:00,0.00107274,0.00107274,0.00107274,0.00107274,0.0
2009-11-20 01:00:00,0.00107733,0.00107733,0.00107733,0.00107733,0.0
2009-11-21 01:00:00,0.00106369,0.00106369,0.00106369,0.00106369,0.0
2009-11-22 01:00:00,0.00105922,0.00105922,0.00105922,0.00105922,0.0
2009-11-23 01:00:00,0.00100038,0.00100038,0.00100038,0.00100038,0.0
2009-11-24 01:00:00,0.00092682,0.00092682,0.00092682,0.00092682,0.0
2009-11-25 01:00:00,0.00090034,0.00090034,0.00090034,0.00090034,0.0
2009-11-26 01:00:00,0.00089713,0.00089713,0.00089713,0.00089713,0.0
2009-11-27 01:00:00,0.00086039,0.00086039,0.00086039,0.00086039,0.0
2009-11-28 01:00:00,0.0008488,0.0008488,0.0008488,0.0008488,0.0
2009-11-29 01:00:00,0.00082926,0.00082926,0.00082926,0.00082926,0.0
2009-11-30 01:00:00,0.00082384,0.00082384,0.00082384,0.00082384,0.0
2009-12-01 01:00:00,0.0008106,0.0008106,0.0008106,0.0008106,0.0
2009-12-02 01:00:00,0.00079525,0.00079525,0.00079525,0.00079525,0.0
2009-12-03 01:00:00,0.00077093,0.00077093,0.00077093,0.00077093,0.0
2009-12-04 01:00:00,0.00074585,0.00074585,0.00074585,0.00074585,0.0
2009-12-05 01:00:00,0.00074806,0.00074806,0.00074806,0.00074806,0.0
2009-12-06 01:00:00,0.00073284,0.00073284,0.00073284,0.00073284,0.0
2009-12-07 01:00:00,0.00071822,0.00071822,0.00071822,0.00071822,0.0
2009-12-08 01:00:00,0.00070027,0.00070027,0.00070027,0.00070027,0.0
2009-12-09 01:00:00,0.00068691,0.00068691,0.00068691,0.00068691,0.0
2009-12-10 01:00:00,0.00067047,0.00067047,0.00067047,0.00067047,0.0
2009-12-11 01:00:00,0.00066516,0.00066516,0.00066516,0.00066516,0.0
2009-12-12 01:00:00,0.00063984,0.00063984,0.00063984,0.00063984,0.0
2009-12-13 01:00:00,0.00061788,0.00061788,0.00061788,0.00061788,0.0
2009-12-14 01:00:00,0.00061487,0.00061487,0.00061487,0.00061487,0.0
2009-12-15 01:00:00,0.00061487,0.00061487,0.00061487,0.00061487,0.0
2009-12-16 01:00:00,0.00062246,0.00062246,0.00062246,0.00062246,0.0
2009-12-17 01:00:00,0.00061337,0.00061337,0.00061337,0.00061337,0.0
2009-12-18 01:00:00,0.00061637,0.00061637,0.00061637,0.00061637,0.0
2009-12-19 01:00:00,0.00063024,0.00063024,0.00063024,0.00063024,0.0
2009-12-20 01:00:00,0.0006271,0.0006271,0.0006271,0.0006271,0.0
2009-12-21 01:00:00,0.0006271,0.0006271,0.0006271,0.0006271,0.0
2009-12-22 01:00:00,0.0006334,0.0006334,0.0006334,0.0006334,0.0
2009-12-23 01:00:00,0.0006334,0.0006334,0.0006334,0.0006334,0.0
2009-12-24 01:00:00,0.0006334,0.0006334,0.0006334,0.0006334,0.0
2009-12-25 01:00:00,0.0006334,0.0006334,0.0006334,0.0006334,0.0
2009-12-26 01:00:00,0.0006334,0.0006334,0.0006334,0.0006334,0.0
2009-12-27 01:00:00,0.0006334,0.0006334,0.0006334,0.0006334,0.0
2009-12-28 01:00:00,0.0006334,0.0006334,0.0006334,0.0006334,0.0
2009-12-29 01:00:00,0.0006334,0.0006334,0.0006334,0.0006334,0.0
2009-12-30 01:00:00,0.00064299,0.00064299,0.00064299,0.00064299,0.0
2009-12-31 01:00:00,0.00068879,0.00068879,0.00068879,0.00068879,0.0
2010-01-01 01:00:00,0.00071822,0.00071822,0.00071822,0.00071822,0.0
2010-01-02 01:00:00,0.00071822,0.00071822,0.00071822,0.00071822,0.0
2010-01-03 01:00:00,0.00071822,0.00071822,0.00071822,0.00071822,0.0
2010-01-04 01:00:00,0.00071822,0.00071822,0.00071822,0.00071822,0.0
2010-01-05 01:00:00,0.00071822,0.00071822,0.00071822,0.00071822,0.0
